"id";"creator";"collection";"resource_type";"conservation_institution";"contributor";"archival_reference";"Date";"extent";"ornamental_motif";"folio";"related_dataset_id";"incipit";"inscription";"source";"files";"note";"timel_nature_place";"timel_object_architecture";"timel_character";"timel_subject";"timel_thema";"place_geonames_id";"title"
"REG_01184";"gahom";"REG. LAT. 40";"images_fixes|enluminures";"vatican";;"REG. LAT. 40";"1000/1199";"235X150";"Lettre historiée|Zoomorphe";"63R";"REG_01183";;;;"reginenses/REG_01183.tif|reginenses/REG_01184.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-tvxtxobh|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-vkekjzsk|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hwbpfzqq";;;6269131;"Expositiones in Matthaeum Hieronymus"
"REG_01186";"gahom";"REG. LAT. 40";"images_fixes|enluminures";"vatican";;"REG. LAT. 40";"1000/1199";"235X150";"Lettre historiée|Zoomorphe";"98V";"REG_01185";;;;"reginenses/REG_01185.tif|reginenses/REG_01186.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-dzl7mvhj";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zuecdty7";;;6269131;"Expositiones in Matthaeum Hieronymus"
"REG_01189";"gahom";"REG. LAT. 41";"images_fixes|enluminures";"vatican";;"REG. LAT. 41";"1100/1199";"260X173";"Lettre ornée|Végétal";"72V";"REG_01188";;;"epitre aux ephesiens";"reginenses/REG_01188.tif|reginenses/REG_01189.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-dzl7mvhj|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-qj2ns7xh";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-cpdgl5r4";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hwbpfzqq";;;3017382;"Lectiones epistolarum s. Pauli"
"REG_01192";"gahom";"REG. LAT. 42";"images_fixes|enluminures";"vatican";;"REG. LAT. 42";"1100/1199";"253X168";"Lettre ornée|Zoomorphe|Végétal";"30R";"REG_01191";;;"amos";"reginenses/REG_01191.tif|reginenses/REG_01192.tif";;;;;;;;"Livres prophétiques douze prophetes mineurs en latin"
"REG_01194";"gahom";"REG. LAT. 42";"images_fixes|enluminures";"vatican";;"REG. LAT. 42";"1100/1199";"253X168";"Lettre ornée|Végétal";"49R";"REG_01193";;;"jonas";"reginenses/REG_01193.tif|reginenses/REG_01194.tif";;;;;;;;"Livres prophétiques douze prophetes mineurs en latin"
"REG_01196";"gahom";"REG. LAT. 42";"images_fixes|enluminures";"vatican";;"REG. LAT. 42";"1100/1199";"253X168";"Lettre ornée|Végétal";"66V";"REG_01195";;;"nahum";"reginenses/REG_01195.tif|reginenses/REG_01196.tif";;;;;;;;"Livres prophétiques douze prophetes mineurs en latin"
"REG_01198";"gahom";"REG. LAT. 42";"images_fixes|enluminures";"vatican";;"REG. LAT. 42";"1100/1199";"253X168";"Lettre ornée|Zoomorphe|Végétal";"87V";"REG_01197";;;"aggee";"reginenses/REG_01197.tif|reginenses/REG_01198.tif";;;;;;;;"Livres prophétiques douze prophetes mineurs en latin"
"REG_01201";"gahom";"REG. LAT. 43";"images_fixes|enluminures";"vatican";;"REG. LAT. 43";"1200/1299";"260X150";"Lettre ornée|Végétal|Zoomorphe";"1R";"REG_01200";;;;"reginenses/REG_01200.tif|reginenses/REG_01201.tif";;;;;;;;"Elegiacum opus Petrus Riga"
"REG_01204";"gahom";"REG. LAT. 43";"images_fixes|enluminures";"vatican";;"REG. LAT. 43";"1200/1299";"260X150";"Lettre historiée|Végétal";"1V";"REG_01203|REG_01202";;;;"reginenses/REG_01202.tif|reginenses/REG_01203.tif|reginenses/REG_01204.tif";;;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msrzrwxs";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ze7ga7tc";;"Elegiacum opus Petrus Riga"
"REG_01206";"gahom";"REG. LAT. 43";"images_fixes|enluminures";"vatican";;"REG. LAT. 43";"1200/1299";"260X150";"Lettre ornée|Végétal";"65V";"REG_01205";;;;"reginenses/REG_01205.tif|reginenses/REG_01206.tif";;;;;;;;"Elegiacum opus Petrus Riga"
"REG_01209";"gahom";"REG. LAT. 44";"images_fixes|enluminures";"vatican";;"REG. LAT. 44";"1463/1499";"223X155";"Lettre ornée|Filigrane";"1R";"REG_01208";;;;"reginenses/REG_01208.tif|reginenses/REG_01209.tif";;;;;;;;"Expositio in Psalmos Juan de Torquemada"
"REG_01211";"gahom";"REG. LAT. 44";"images_fixes|enluminures";"vatican";;"REG. LAT. 44";"1463/1499";"223X155";"Lettre ornée|Filigrane";"3R";"REG_01210";;;"ps.1";"reginenses/REG_01210.tif|reginenses/REG_01211.tif";;;;;;;;"Expositio in Psalmos Juan de Torquemada"
"REG_01213";"gahom";"REG. LAT. 44";"images_fixes|enluminures";"vatican";;"REG. LAT. 44";"1463/1499";"223X155";"Lettre ornée|Filigrane";"52R";"REG_01212";;;"ps.38";"reginenses/REG_01212.tif|reginenses/REG_01213.tif";;;;;;;;"Expositio in Psalmos Juan de Torquemada"
"REG_01216";"gahom";"REG. LAT. 45";"images_fixes|enluminures";"vatican";;"REG. LAT. 45";"1100/1199";"240X168";"Lettre ornée|Végétal";"1R";"REG_01215";;;;"reginenses/REG_01215.tif|reginenses/REG_01216.tif";;;;;;;3017382;"Expositio in apocalypsim Berengaudus"
"REG_01218";"gahom";"REG. LAT. 45";"images_fixes|enluminures";"vatican";;"REG. LAT. 45";"1100/1199";"240X168";"Lettre ornée|Végétal";"51R";"REG_01217";;;;"reginenses/REG_01217.tif|reginenses/REG_01218.tif";;;;;;;3017382;"Expositio in apocalypsim Berengaudus"
"REG_01221";"gahom";"REG. LAT. 46";"images_fixes|enluminures";"vatican";;"REG. LAT. 46";1522;"238X170";"Végétal|Armoiries";"1R";"REG_01220";;;;"reginenses/REG_01220.tif|reginenses/REG_01221.tif";"Armoiries de Michel Boudet évêque de Langres 1512_1522 source : Edouard'Bouyé.";;;;;;;"Expositio in sacram scripturam Lavinius Petrus"
"REG_01225";"gahom";"REG. LAT. 46";"images_fixes|enluminures";"vatican";;"REG. LAT. 46";1522;"238X170";"Végétal|Armoiries";"2R";"REG_01222";;;;"reginenses/REG_01222.tif|reginenses/REG_01223.tif|reginenses/REG_01224.tif|reginenses/REG_01225.tif";"Armoiries de Michel Boudet évêque de Langres 1512_1522 source : Edouard'Bouyé.";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zk5macbs";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wqg2nktt";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-kfvup8ux";;"Expositio in sacram scripturam Lavinius Petrus"
"REG_01227";"gahom";"REG. LAT. 46";"images_fixes|enluminures";"vatican";;"REG. LAT. 46";1522;"238X170";"Armoiries";"36V";"REG_01226";;;;"reginenses/REG_01226.tif|reginenses/REG_01227.tif";"Armoiries de l évêché de Langres source : Edouard'Bouyé.";;;;;;;"Expositio in sacram scripturam Lavinius Petrus"
"REG_01231";"gahom";"REG. LAT. 47";"images_fixes|enluminures";"vatican";;"REG. LAT. 47";"1100/1299";"218X154";"Lettre ornée|Filigrane";"29V";"REG_01229";;;;"reginenses/REG_01229.tif|reginenses/REG_01230.tif|reginenses/REG_01231.tif";;;;;;;3017382;"Concordantia evangeliorum"
"REG_01234";"gahom";"REG. LAT. 48";"images_fixes|enluminures";"vatican";;"REG. LAT. 48";"1200/1299";"132X135";"Lettre ornée|Végétal|Zoomorphe";"1R";"REG_01233";;;;"reginenses/REG_01233.tif|reginenses/REG_01234.tif";;;;;;;;"Aurora Petrus Riga"
"REG_01236";"gahom";"REG. LAT. 48";"images_fixes|enluminures";"vatican";;"REG. LAT. 48";"1200/1299";"132X135";"Lettre ornée|Filigrane";"4R";"REG_01235";;;;"reginenses/REG_01235.tif|reginenses/REG_01236.tif";;;;;;;;"Aurora Petrus Riga"
"REG_01239";"gahom";"REG. LAT. 50";"images_fixes|enluminures";"vatican";;"REG. LAT. 50";"1000/1199";"222X140";"Lettre ornée|Géométrique";"7R";"REG_01238";;;;"reginenses/REG_01238.tif|reginenses/REG_01239.tif";;;;;;;3175395;"Expositio in Canticum canticorum"
"REG_01242";"gahom";"REG. LAT. 51";"images_fixes|enluminures";"vatican";;"REG. LAT. 51";"1100/1199";"230X145";"Lettre ornée|Végétal|Zoomorphe";"1R";"REG_01241";;;;"reginenses/REG_01241.tif|reginenses/REG_01242.tif";;;;;;;3175395;"Epistulae catholicae cum gloss."
"REG_01244";"gahom";"REG. LAT. 51";"images_fixes|enluminures";"vatican";;"REG. LAT. 51";"1100/1199";"230X145";"Lettre ornée|Végétal|Géométrique|Zoomorphe";"10R";"REG_01243";;;;"reginenses/REG_01243.tif|reginenses/REG_01244.tif";;;;;;;3175395;"Epistulae catholicae cum gloss."
"REG_01246";"gahom";"REG. LAT. 51";"images_fixes|enluminures";"vatican";;"REG. LAT. 51";"1100/1199";"230X145";"Lettre ornée|Zoomorphe";"19R";"REG_01245";;;;"reginenses/REG_01245.tif|reginenses/REG_01246.tif";;;;;;;3175395;"Epistulae catholicae cum gloss."
"REG_01249";"gahom";"REG. LAT. 53";"images_fixes|enluminures";"vatican";;"REG. LAT. 53";"1100/1199";"210X160";"Lettre ornée|Végétal";"1R";"REG_01248";;;;"reginenses/REG_01248.tif|reginenses/REG_01249.tif";;;;;;;6269131;"Compendium in Job Petrus Blesensis"
"REG_01251";"gahom";"REG. LAT. 53";"images_fixes|enluminures";"vatican";;"REG. LAT. 53";"1100/1199";"210X160";"Lettre ornée|Filigrane";"2V";"REG_01250";;;;"reginenses/REG_01250.tif|reginenses/REG_01251.tif";;;;;;;6269131;"Compendium in Job Petrus Blesensis"
"REG_01254";"gahom";"REG. LAT. 56";"images_fixes|enluminures";"vatican";;"REG. LAT. 56";"1200/1299";"198X120";"Lettre ornée|Filigrane";"2R";"REG_01253";;;;"reginenses/REG_01253.tif|reginenses/REG_01254.tif";;;;;;;3017382;"Aurora Petrus Riga"
"REG_01257";"gahom";"REG. LAT. 58";"images_fixes|enluminures";"vatican";;"REG. LAT. 58";"1200/1299";"190X120";"Lettre ornée|Filigrane";"17V";"REG_01256";;;;"reginenses/REG_01256.tif|reginenses/REG_01257.tif";;;;;;;3017382;"Carmina / Psychomachia Prudentius"
"REG_01260";"gahom";"REG. LAT. 61";"images_fixes|enluminures";"vatican";;"REG. LAT. 61";"1175/1199";"190X132";"Lettre ornée|Végétal";"23V";"REG_01259";;;;"reginenses/REG_01259.tif|reginenses/REG_01260.tif";;;;;;;3017382;"Recueil / De arca Noe morali Hugo de Sancto Victore"
"REG_01263";"gahom";"REG. LAT. 62";"images_fixes|enluminures";"vatican";;"REG. LAT. 62";"1300/1399";"185X130";"Lettre ornée|Filigrane";"1R";"REG_01262";;;;"reginenses/REG_01262.tif|reginenses/REG_01263.tif";;;;;;;3175395;"De spiritu et anima"
"REG_01265";"gahom";"REG. LAT. 62";"images_fixes|enluminures";"vatican";;"REG. LAT. 62";"1300/1499";"185X130";"Lettre ornée|Filigrane";"17R";"REG_01264";;;;"reginenses/REG_01264.tif|reginenses/REG_01265.tif";;;;;;;3175395;"De spiritu et anima"
"REG_01267";"gahom";"REG. LAT. 62";"images_fixes|enluminures";"vatican";;"REG. LAT. 62";"1300/1499";"185X130";"Lettre ornée|Filigrane";"41R";"REG_01266";;;;"reginenses/REG_01266.tif|reginenses/REG_01267.tif";;;;;;;3175395;"Recueil de textes de spiritualité et de théologie dogmatique en latin / Breviloquium Bonaventura"
"REG_01269";"gahom";"REG. LAT. 62";"images_fixes|enluminures";"vatican";;"REG. LAT. 62";"1300/1499";"185X130";"Lettre ornée|Filigrane";"143R";"REG_01268";;;;"reginenses/REG_01268.tif|reginenses/REG_01269.tif";;;;;;;3175395;"Itinerarium mentis in deum Bonaventura"
"REG_01272";"gahom";"REG. LAT. 65";"images_fixes|enluminures";"vatican";;"REG. LAT. 65";"1400/1499";"190X128";"Lettre ornée|Marge|Végétal";"3R";"REG_01271";;;;"reginenses/REG_01271.tif|reginenses/REG_01272.tif";;;;;;;3175395;"Dialogus de immortalitate animae Aeneas Gazaeus"
"REG_01274";"gahom";"REG. LAT. 65";"images_fixes|enluminures";"vatican";;"REG. LAT. 65";"1400/1499";"190X128";"Lettre ornée|Marge|Végétal";"40R";"REG_01273";;;;"reginenses/REG_01273.tif|reginenses/REG_01274.tif";;;;;;;3175395;"Adversus oppugnatores vitae monasticae 3 Johannes Chrysostomus"
"REG_01276";"gahom";"REG. LAT. 65";"images_fixes|enluminures";"vatican";;"REG. LAT. 65";"1400/1499";"190X128";"Lettre ornée|Végétal";"54R";"REG_01275";;;;"reginenses/REG_01275.tif|reginenses/REG_01276.tif";;;;;;;3175395;"Adversus oppugnatores vitae monasticae 3 Johannes Chrysostomus"
"REG_01278";"gahom";"REG. LAT. 65";"images_fixes|enluminures";"vatican";;"REG. LAT. 65";"1400/1499";"190X128";"Lettre ornée|Végétal|Zoomorphe";"73R";"REG_01277";;;;"reginenses/REG_01277.tif|reginenses/REG_01278.tif";;;;;;;3175395;"Adversus oppugnatores vitae monasticae 3 Johannes Chrysostomus"
"REG_01281";"gahom";"REG. LAT. 66";"images_fixes|enluminures";"vatican";;"REG. LAT. 66";"1300/1399";"180X125";"Lettre ornée|Filigrane";"5R";"REG_01280";;;;"reginenses/REG_01280.tif|reginenses/REG_01281.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-p2szdvkp";;;;;;"De paenitentia Vicentius Bellovacensis"
"REG_01284";"gahom";"REG. LAT. 68";"images_fixes|enluminures";"vatican";;"REG. LAT. 68";"1100/1199";"180X120";"Lettre ornée|Végétal";"10R";"REG_01283";;;;"reginenses/REG_01283.tif|reginenses/REG_01284.tif";;;;;;;;"Tractatus de dominica oratione Cyprianus"
"REG_01287";"gahom";"REG. LAT. 72";"images_fixes|enluminures";"vatican";;"REG. LAT. 72";"1100/1199";"176X128";"Lettre ornée|Géométrique|Végétal|Anthropomorphe|Zoomorphe";"1R";"REG_01286";;;;"reginenses/REG_01286.tif|reginenses/REG_01287.tif";;;;;;;2988507;"Recueil de dix manuscrits / Institutio arithmetica Boethius"
"REG_01289";"gahom";"REG. LAT. 72";"images_fixes|enluminures";"vatican";;"REG. LAT. 72";"1100/1199";"176X128";"Lettre ornée|Zoomorphe|Végétal";"2R";"REG_01288";;;;"reginenses/REG_01288.tif|reginenses/REG_01289.tif";;;;;;;2988507;"Recueil de dix manuscrits / Institutio arithmetica Boethius"
"REG_01292";"gahom";"REG. LAT. 72";"images_fixes|enluminures";"vatican";;"REG. LAT. 72";"1100/1199";"176X128";"Lettre ornée|Zoomorphe|Végétal";"4R";"REG_01290";;;;"reginenses/REG_01290.tif|reginenses/REG_01291.tif|reginenses/REG_01292.tif";;;;;;;2988507;"Recueil de dix manuscrits / Institutio arithmetica Boethius"
"REG_01295";"gahom";"REG. LAT. 72";"images_fixes|enluminures";"vatican";;"REG. LAT. 72";"1100/1199";"176X128";"Lettre ornée|Anthropomorphe|Végétal";"4V";"REG_01293";;;;"reginenses/REG_01293.tif|reginenses/REG_01294.tif|reginenses/REG_01295.tif";;;;;;;2988507;"Recueil de dix manuscrits / Institutio arithmetica Boethius"
"REG_01297";"gahom";"REG. LAT. 72";"images_fixes|enluminures";"vatican";;"REG. LAT. 72";"1100/1199";"176X128";"Lettre ornée|Végétal";"8V";"REG_01296";;;;"reginenses/REG_01296.tif|reginenses/REG_01297.tif";;;;;;;2988507;"Recueil de dix manuscrits / Institutio arithmetica Boethius"
"REG_01299";"gahom";"REG. LAT. 72";"images_fixes|enluminures";"vatican";;"REG. LAT. 72";"1100/1199";"176X128";;"9V";"REG_01298";;;;"reginenses/REG_01298.tif|reginenses/REG_01299.tif";;;;;;;2988507;"Recueil de dix manuscrits / Institutio arithmetica Boethius"
"REG_01301";"gahom";"REG. LAT. 72";"images_fixes|enluminures";"vatican";;"REG. LAT. 72";"1100/1199";"176X128";"Lettre ornée|Végétal";"25R";"REG_01300";;;;"reginenses/REG_01300.tif|reginenses/REG_01301.tif";;;;;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-siuqxl7t";2988507;"Recueil de dix manuscrits / Institutio arithmetica Boethius"
"REG_01303";"gahom";"REG. LAT. 72";"images_fixes|enluminures";"vatican";;"REG. LAT. 72";"1100/1199";"176X128";;"32V";"REG_01302";;;;"reginenses/REG_01302.tif|reginenses/REG_01303.tif";;;;;;;2988507;"Recueil de dix manuscrits / Institutio arithmetica Boethius"
"REG_01305";"gahom";"REG. LAT. 72";"images_fixes|enluminures";"vatican";;"REG. LAT. 72";"1075/1124";"180X120";"Lettre ornée|Végétal|Zoomorphe";"60V";"REG_01304";;;;"reginenses/REG_01304.tif|reginenses/REG_01305.tif";;;;;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-siuqxl7t|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-nhcum6ii";3017382;"Recueil de dix manuscrits / Dialogus a domno odone compositus de arte musica Boethius"
"REG_01307";"gahom";"REG. LAT. 72";"images_fixes|enluminures";"vatican";;"REG. LAT. 72";"1300/1399";"180X123";"Armoiries";"77R";"REG_01306";;;;"reginenses/REG_01306.tif|reginenses/REG_01307.tif";;;;;;;3017382;"Recueil de dix manuscrits / Principium expositionis in distigium Johannes de Garlandia"
"REG_01309";"gahom";"REG. LAT. 72";"images_fixes|enluminures";"vatican";;"REG. LAT. 72";"1200/1299";"180X120";;"94R";"REG_01308";;;;"reginenses/REG_01308.tif|reginenses/REG_01309.tif";;;;;;;3017382;"Recueil de dix manuscrits / Philosophia minor 1 3 14 Guillelmus de Conchis"
"REG_01311";"gahom";"REG. LAT. 72";"images_fixes|enluminures";"vatican";;"REG. LAT. 72";"1200/1299";"180X120";;"97V";"REG_01310";;;;"reginenses/REG_01310.tif|reginenses/REG_01311.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eqzq2qqx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ffmc4rvj|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-pfvwqfgm";;;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-brrjh38g";3017382;"Recueil de dix manuscrits / Philosophia minor 1 3 14 Guillelmus de Conchis"
"REG_01313";"gahom";"REG. LAT. 72";"images_fixes|enluminures";"vatican";;"REG. LAT. 72";"1100/1199";"170X120";;"129R";"REG_01312";;;;"reginenses/REG_01312.tif|reginenses/REG_01313.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-pfvwqfgm";;;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-brrjh38g";3017382;"Recueil de dix manuscrits / Dragmaticon philosophiae dernière partie Guillelmus de Conchis"
"REG_01316";"gahom";"REG. LAT. 74";"images_fixes|enluminures";"vatican";;"REG. LAT. 74";"1100/1125";"168X123";"Lettre ornée|Végétal";"25V";"REG_01315";;;;"reginenses/REG_01315.tif|reginenses/REG_01316.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-pfvwqfgm";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ghihzzvb";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-dtj9rugp";3017382;"Recueil / Prudentii Peristephanon"
"REG_01320";"gahom";"REG. LAT. 78";"images_fixes|enluminures";"vatican";;"REG. LAT. 78";"1400/1499";"160X116";"Lettre ornée|Marge|Végétal";"1R";"REG_01319|REG_01318";;;;"reginenses/REG_01318.tif|reginenses/REG_01319.tif|reginenses/REG_01320.tif";;;;;;;3017382;"Soliloquia animae ad deum"
"REG_01322";"gahom";"REG. LAT. 78";"images_fixes|enluminures";"vatican";;"REG. LAT. 78";"1400/1499";"160X116";"Lettre ornée|Marge|Végétal";"4V";"REG_01321";;;;"reginenses/REG_01321.tif|reginenses/REG_01322.tif";;;;;;;3017382;"Soliloquia animae ad deum"
"REG_01325";"gahom";"REG. LAT. 80";"images_fixes|enluminures";"vatican";;"REG. LAT. 80";"1400/1499";"152X110";"Lettre ornée|Végétal";"1R";"REG_01324";;;;"reginenses/REG_01324.tif|reginenses/REG_01325.tif";;;;;;;3017382;"Opera Bernardus Pseudo"
"REG_01328";"gahom";"REG. LAT. 81";"images_fixes|enluminures";"vatican";;"REG. LAT. 81";"1100/1124";"150X120";"Lettre ornée|Végétal";"13V";"REG_01327";;;;"reginenses/REG_01327.tif|reginenses/REG_01328.tif";;;;;;;;"Recueil de lettres / Epistularum Ignatius pseudo / Plycarpus Smyrnensis ep."
"REG_01331";"gahom";"REG. LAT. 83";"images_fixes|enluminures";"vatican";;"REG. LAT. 83";1507;"140X100";"Lettre ornée";"1R";"REG_01330";;;;"reginenses/REG_01330.tif|reginenses/REG_01331.tif";;;;;;;2755669;"Augustinus Pseudo"
"REG_01333";"gahom";"REG. LAT. 83";"images_fixes|enluminures";"vatican";;"REG. LAT. 83";1507;"140X100";"Lettre ornée|Filigrane";"13R";"REG_01332";;;;"reginenses/REG_01332.tif|reginenses/REG_01333.tif";;;;;;;2755669;"Augustinus Pseudo"
"REG_01338";"gahom";"REG. LAT. 87";"images_fixes|enluminures";"vatican";;"REG. LAT. 87";"1400/1424";"485X305";"Marge|Végétal";"2R";"REG_01335";;;"prologue";"reginenses/REG_01335.tif|reginenses/REG_01336.tif|reginenses/REG_01337.tif|reginenses/REG_01338.tif";;;;;;;3078198;"Bible en tchèque"
"REG_01351";"gahom";"REG. LAT. 87";"images_fixes|enluminures";"vatican";;"REG. LAT. 87";"1400/1424";"485X305";"Marge|Végétal|Zoomorphe";"2V";"REG_01339";;;"genese";"reginenses/REG_01339.tif|reginenses/REG_01340.tif|reginenses/REG_01341.tif|reginenses/REG_01342.tif|reginenses/REG_01343.tif|reginenses/REG_01344.tif|reginenses/REG_01345.tif|reginenses/REG_01346.tif|reginenses/REG_01347.tif|reginenses/REG_01348.tif|reginenses/REG_01349.tif|reginenses/REG_01350.tif|reginenses/REG_01351.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zpykzvd3|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-pfvwqfgm|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hywxiizx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-2x7j3qqn|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hvmbbgkw|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-awcwfwri|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-oo7jtili|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eqnskbnq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-2exx3nyn|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-qucshbfi|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-bqscor5q|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-kancnlxz|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-fehyzzhe|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-vwtmvvfn|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-tv8pud56|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-9dznienk|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-yqvi3epi|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zk5macbs|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-unlhfdrb|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hw2jky63|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-g4cup98t|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-z2gym43f";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-cmyxcscx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-nhsyxfkz|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-cuqtzlfj";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msrzrwxs|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-anhzraqq";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-h7vxh9ju|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-d2hszvgk|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hag9yvxm";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ze7ga7tc|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-gb9xzs44|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-aixnsv7v|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6m8nrco5";3078198;"Bible en tchèque"
"REG_01357";"gahom";"REG. LAT. 87";"images_fixes|enluminures";"vatican";;"REG. LAT. 87";"1400/1424";"485X305";"Marge|Végétal";"3R";"REG_01352";;;"genese";"reginenses/REG_01352.tif|reginenses/REG_01353.tif|reginenses/REG_01354.tif|reginenses/REG_01355.tif|reginenses/REG_01356.tif|reginenses/REG_01357.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-g4cup98t|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-bqscor5q|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-bp6ywv9g|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-pjvenf29|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-a3mmgcrd";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-7schjv64|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-y48hqvsm";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msrzrwxs|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msmpj5ea|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-vdencmrw|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wqg2nktt|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-rd87kvu5";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ze7ga7tc|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-3axmqq3f|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6m8nrco5|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xfrkgdxw|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-er7b9xjh";3078198;"Bible en tchèque"
"REG_01360";"gahom";"REG. LAT. 87";"images_fixes|enluminures";"vatican";;"REG. LAT. 87";"1400/1424";"485X305";"Lettre ornée|Filigrane";"4R";"REG_01358";;;;"reginenses/REG_01358.tif|reginenses/REG_01359.tif|reginenses/REG_01360.tif";;;;;;;3078198;"Bible en tchèque"
